[COMPONENTS]
@C1
AA_MAF: TEXT | Non-reference allele and frequency of existing variant in NHLBI-ESP African American population
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
sample_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR16
@use: [C3]
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A
file_gdc_id: TEXT | NULL
sample_gdc_id: TEXT | NULL
case_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
aliquot_gdc_id: TEXT | NULL
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR11
@use: [C3]
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
case_gdc_id: TEXT | NULL
sample_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
file_gdc_id: TEXT | NULL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHRX
@use: [C3]
platform: TEXT | Platform used to generate this data -- either HumanMethylation450 or HumanMethylation27
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
sample_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
case_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## TCGA_HG38_DATA_V0.PROTEIN_EXPRESSION
protein_name: TEXT | Protein symbol with phosphorylation status, eg ACC_pS79
protein_expression: FLOAT | Expression level of protein as measured by reverse-phase protein arrays. https://bioinformatics.mdanderson.org/public-software/tcpa/
gene_name: TEXT | Gene name e.g. eg TTN, DDR1, etc
antibody_source: TEXT | Animal of origin for the antibody M (Mouse), R (Rabbit), G (Goat)
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
protein_base_name: TEXT | Protein name e.g. AR, MAPK
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
validation_status: TEXT | Validation status of antibody by correlation of RPPA data with Western blot: V, E, C. For more information: https://bioinformatics.mdanderson.org/public-software/mclp/
phospho: TEXT | If the antibody targets a phosphorylated protein, this field will contain that information, eg pS473  --  otherwise this field will be null
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## TCGA_HG38_DATA_V0.SOMATIC_MUTATION_DR6
@use: [C1, C5, C7]
gdc_tumor_sample_uuid: TEXT | Unique GDC identifier for the underlying tumor sample
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-DX-A8BN
gdc_maf_uuid: TEXT | Unique GDC indentifier for the underlying MAF file
SYMBOL: TEXT | Eg TP53, LRP1B, etc (same as Hugo_Symbol field except blank instead of Unknown
gdc_tumor_bam_uuid: TEXT | Unique GDC identifier for the underlying tumor bam file
gdc_case_uuid: TEXT | Unique GDC identifier for the underlying case
Strand: TEXT | Either + or - to denote whether read mapped to the sense (+) or anti-sense (-) strand
gdc_normal_bam_uuid: TEXT | Unique GDC identifier for the underlying normal bam file
Chromosome: TEXT | Chromosome, possible values: chr1-22, and chrX
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
gdc_maf_file_name: TEXT | GDC name for the underlying MAF file
Validation_Status: TEXT | Second pass results from orthogonal technology
gdc_vcf_uuid: TEXT | Unique GDC identifier for the underlying vcf file
gdc_normal_sample_uuid: TEXT | Unique GDC identifier for the underlying normal sample
Gene: TEXT | The gene symbol. In this table, gene symbol is simulated data e.g. ENSG00000251562

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR9
@use: [C3]
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
case_gdc_id: TEXT | NULL
platform: TEXT | Platform used to generate this data -- either HumanMethylation450 or HumanMethylation27
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
file_gdc_id: TEXT | NULL
sample_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.SOMATIC_MUTATION_DR10
@use: [C1, C4, C7]
Strand: TEXT | Either + or - to denote whether read mapped to the sense (+) or anti-sense (-) strand
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-DX-A8BN
SYMBOL: TEXT | Eg TP53, LRP1B, etc (same as Hugo_Symbol field except blank instead of Unknown
Chromosome: TEXT | Chromosome, possible values: chr1-22, and chrX
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
Gene: TEXT | The gene symbol. In this table, gene symbol is simulated data e.g. ENSG00000251562

## TCGA_HG38_DATA_V0.SOMATIC_MUTATION_DR7
@use: [C1, C4, C5, C7]
SYMBOL: TEXT | Eg TP53, LRP1B, etc (same as Hugo_Symbol field except blank instead of Unknown
Gene: TEXT | The gene symbol. In this table, gene symbol is simulated data e.g. ENSG00000251562
Chromosome: TEXT | Chromosome, possible values: chr1-22, and chrX
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-DX-A8BN
Strand: TEXT | Either + or - to denote whether read mapped to the sense (+) or anti-sense (-) strand
Validation_Status: TEXT | Second pass results from orthogonal technology
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.

## TCGA_HG38_DATA_V0.SOMATIC_MUTATION
@use: [C1, C4, C7]
Chromosome: TEXT | Chromosome, possible values: chr1-22, and chrX
SYMBOL: TEXT | Eg TP53, LRP1B, etc (same as Hugo_Symbol field except blank instead of Unknown
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
Gene: TEXT | The gene symbol. In this table, gene symbol is gene name e.g. ACADVL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-DX-A8BN
Strand: TEXT | Either + or - to denote whether read mapped to the sense (+) or anti-sense (-) strand

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR22
@use: [C3]
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
case_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
sample_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR10
@use: [C3]
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A
sample_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
file_gdc_id: TEXT | NULL
case_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR1
@use: [C3]
sample_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
aliquot_gdc_id: TEXT | NULL
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
case_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR6
@use: [C3]
case_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
sample_gdc_id: TEXT | NULL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
aliquot_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.MIRNASEQ_EXPRESSION
@use: [C10]
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR12
@use: [C3]
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
sample_gdc_id: TEXT | NULL
case_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR17
@use: [C3]
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
case_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
sample_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## TCGA_HG38_DATA_V0.RNASEQ_GENE_EXPRESSION
sample_barcode: TEXT | TCGA sample barcode, eg TCGA-12-1089-01A. One sample may have multiple sets of CN segmentations corresponding to multiple aliquots; use GROUP BY appropriately in queries
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba43
aliquot_barcode: TEXT | TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-31
HTSeq__FPKM_UQ: FLOAT | Fragments Per Kilobase of transcript per Million mapped reads (FPKM) is a simple expression level normalization method. The FPKM normalizes read count based on gene length and the total number of mapped reads. https://docs.gdc.cancer.gov/Encyclopedia/pages/HTSeq-FPKM/
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-DX-A8BN
gene_type: TEXT | The type of genetic element the reads mapped to, eg protein_coding, ribozyme
HTSeq__FPKM: FLOAT | FPKM is implemented at the GDC on gene-level read counts that are produced by HTSeq1 and generated using custom. scripts https://docs.gdc.cancer.gov/Encyclopedia/pages/HTSeq-FPKM/
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
Ensembl_gene_id: TEXT | The Ensembl gene ID from the underlying file, but stripped of the version suffix -- eg ENSG00000185028
Ensembl_gene_id_v: TEXT | The Ensembl gene ID from the underlying file, including the version suffix  --  eg ENSG00000235943.1
platform: TEXT | Platform used to generate data; either IlluminaHiSeqor IlluminaGA
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
gene_name: TEXT | Gene name e.g. TTN, DDR1, etc.
HTSeq__Counts: NUMBER | Number of mapped reads to each gene as calculated by the Python package HTSeq. https://docs.gdc.cancer.gov/Encyclopedia/pages/HTSeq-Counts/
case_gdc_id: TEXT | Unique GDC identifier for this case (corresponds to the case_barcode).  Can be used to access more information from the GDC data portal like this:   https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba36

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR13
@use: [C3]
sample_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
file_gdc_id: TEXT | NULL
case_gdc_id: TEXT | NULL
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR15
@use: [C3]
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
sample_gdc_id: TEXT | NULL
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries
file_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
case_gdc_id: TEXT | NULL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details

## TCGA_HG38_DATA_V0.DNA_METHYLATION
@use: [C3]
sample_gdc_id: TEXT | NULL
aliquot_gdc_id: TEXT | NULL
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
file_gdc_id: TEXT | NULL
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
platform: TEXT | Platform name used to generate this data -- either HumanMethylation450 or HumanMethylation27
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A
case_gdc_id: TEXT | NULL

## TCGA_HG38_DATA_V0.DNA_METHYLATION_CHR7
@use: [C3]
platform: TEXT | Platform used to generate this data -- either HumanMethylation450 or HumanMethylation27
case_barcode: TEXT | Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details
aliquot_gdc_id: TEXT | NULL
file_gdc_id: TEXT | NULL
case_gdc_id: TEXT | NULL
sample_gdc_id: TEXT | NULL
sample_barcode: TEXT | Original TCGA sample barcode, eg TCGA-12-1089-01A
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## QOTM.PAAD_KIRP_RESULT_CHECK
@use: [C8]
GENE: TEXT | The gene symbol. In this table, gene symbol is gene name e.g. ACADVL
PROJECT_SHORT_NAME: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg TCGA-OV, etc.
ERANK: NUMBER | Expression Rank

## QOTM.REACTOME
string_field_2: TEXT | Pathway Name
string_field_0: TEXT | Entrez ID from the NCBI
string_field_1: TEXT | PathwayID

## QOTM.RESULTS_1002
Pb: NUMBER | Numbers for group B
gene_j: TEXT | Gene pair #2
Na: NUMBER | Total number of pairs for PAAD
Nb: NUMBER | Total number of pairs for KIRP
gene_i: TEXT | Gene pair #1
Pa: NUMBER | Number of pairs where gene #1 < gene #2 in group A
PDiff: FLOAT | Difference in conditional probabilities

## QOTM.PAAD_KIRP_RANDOM_SAMPLE_1002
@use: [C8]
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg TCGA-OV, etc.
ERank: NUMBER | Expression Rank
Gene: TEXT | The gene symbol. In this table, gene symbol is gene name e.g. ACADVL

## QOTM.WIKIPATHWAYS_20170425_ANNOTATED
Uniprot: TEXT | Uniprot Identifier from the UniProtKB
pathway: TEXT | Pathway Name
Symbol: TEXT | Eg TP53, LRP1B, etc (same as Hugo_Symbol field except blank instead of Unknown)
pathID: TEXT | Pathway ID
wikiID: TEXT | WikiPathways ID
entrez: TEXT | Entrez ID from the NCBI

## QOTM.ORG_HS_EG_DB_V1
Entrez: TEXT | Entrez ID from the NCBI
Ensembl: TEXT | Ensembl ID
Uniprot: TEXT | Uniprot IDentifier from the UniProtKB
Symbol: TEXT | Eg TP53, LRP1B, etc (same as Hugo_Symbol field except blank instead of Unknown)
OMIM: TEXT | Phenotype MIM number from the OMIM
Alias: TEXT | HUGO Alias
Unigene: TEXT | UniGene
Accession: TEXT | NCBI Reference Sequence
ID: NUMBER | Reactome pathway ID (https://reactome.org/)
UCSC: TEXT | UCSC ID

## QOTM.TSP_SIM_DATA
@use: [C8]
Gene: TEXT | The gene symbol. In this table, gene symbol is simulated data e.g. X6

## QOTM.REACTOME_A1
ENTREZ: TEXT | Uniprot Identifier from the UniProtKB
PATHWAYID: TEXT | Pathway ID
PATHWAYNAME: TEXT | Pathway Name

## QOTM._1000GENOMES
@use: [C7]
names: VARIANT | Alternate base.
CIPOS: VARIANT | List of failed filters (if any) or PASS indicating the variant has passed all filters.
call: VARIANT | Variant names (e.g. RefSNP ID).
reference_name: TEXT | Reference name.
CIEND: VARIANT | Phred-scaled quality score (-10log10 prob(call is wrong)). Higher values imply better quality.
SVLEN: VARIANT | Name of the call.
AN: NUMBER | Confidence interval around END for imprecise variants
quality: FLOAT | Total number of alternate alleles in called genotypes
alternate_bases: VARIANT | One record for each alternate base (if any).
filter: VARIANT | Estimated allele frequency in the range (0,1)
IMPRECISE: BOOLEAN | One record for each call.
SVTYPE: TEXT | Genotype of the call "-1" is used in cases where the genotype is not called.
reference_bases: TEXT | Reference bases.
NS: NUMBER | Phaseset of the call (if any). "*" is used in cases where the genotype is phased, but no phase set ("PS" in FORMAT) was specified.

## TCGA_BIOCLIN_V0.CLINICAL_V1_1
@use: [C2, C6, C9]
case_gdc_id: TEXT | NULL
disease_code: TEXT | NULL
case_barcode: TEXT | NULL
project_name: TEXT | NULL
project_short_name: TEXT | NULL
program_name: TEXT | NULL

## TCGA_BIOCLIN_V0.CLINICAL
@use: [C2, C9]
psa_value: FLOAT | A male participant's Prostrate-Specific Antigen (PSA) value
number_pack_years_smoked: FLOAT | The number of packs smoked per day times the number of years smoked by the participant
program_name: TEXT | Program Name, always TCGA (The Cancer Genome Atlas) in this table.
case_barcode: TEXT | TCGA patient/case barcode; e.g. TCGA-06-0119
gleason_score_combined: NUMBER | The Gleason Score (ranging from 1 -5) is the grade of the aggressiveness of prostate cancer. The combined Gleason Score is the primary Gleason score  (for the largest area of the tumor) added to the secondary Gleason Score (for the next largest section of the tumor).
days_to_submitted_specimen_dx: NUMBER | Numeric value to represent the day of the diagnosis for the submitted sample.
new_tumor_event_after_initial_treatment: TEXT | Indicates whether a patient has had a new tumor event after initial treatment; Yes, No
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
year_of_initial_pathologic_diagnosis: NUMBER | Four digit year of the initial pathologic diagnosis
age_began_smoking_in_years: NUMBER | Age, in years, that the participant began smoking
disease_code: TEXT | A code representing the type of cancer. Values can be found at https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/TCGA-study-abbreviations; e.g. OV, GBM, LUAD
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
case_gdc_id: TEXT | GDC unique identifer for this case; e.g. 7b4ce492-ff40-4bf1-b3e8-75ff83e8746d. This identifier can be used to find more information at the GDC Data Portal ( https://portal.gdc.cancer.gov/cases/7b4ce492-ff40-4bf1-b3e8-75ff83e8746d )
number_of_lymphnodes_positive_by_he: NUMBER | The number of lymph nodes involved with disease as determined by histological examination
height: FLOAT | Height of participant in centimeters
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.
weight: FLOAT | Weight of participant in kilograms

## TCGA_BIOCLIN_V0.ANNOTATIONS
date_created: TEXT | Date on which this annotation was originally created; includes time-stamp and time-zone, eg 2011-03-14T18:00:42-04:00  --  dates range between March 2009 and June 2016
case_barcode: TEXT | TCGA patient/case barcode; e.g. TCGA-06-0119
entity_type: TEXT | Type of the entity that this annotation applies to; e.g. Shipped Portion, Aliquot, Patient (which has the same meaning as Case), Analyte, etc.
notes: TEXT | Longer descriptive text about this annotation
category: TEXT | Annotation category; one of a relatively short list of phrases from a controlled-vocabulary; e.g. Item is noncanonical, Item flagged DNU, Prior malignancy, etc.
entity_barcode: TEXT | Barcode of the entity that this annotation applies to; often the same as the case barcode
sample_barcode: TEXT | TCGA sample barcode; e.g. TCGA-06-0119-01A (note that this field will be null if the annotation applies at a higher level than sample)
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.
aliquot_barcode: TEXT | TCGA aliquot barcode; e.g. TCGA-06-0119-01A-08D-0216-06 (note that this field will be null if the annotation applies at a higher level than aliquot)
case_gdc_id: TEXT | GDC case identifier for the patient/case associated with this specific annotation
classification: TEXT | Annotation classification; e.g. Notification, CenterNotification, Observation, or Redaction
date_edited: TEXT | Annotations were rarely edited, but if thery were (fewer than 10 out of over 6000 total annotations), this field indicates the date on which it was edited

## TCGA_BIOCLIN_V0.BIOSPECIMEN
@use: [C9]
days_to_sample_procurement: FLOAT | The number of days from the date the patient was diagnosed to the date of the procedure that produced the sample.
sample_type_name: TEXT | The longer name of the sample type; e.g. Primary Tumor, Recurrent Tumor, etc.
max_percent_monocyte_infiltration: FLOAT | The maximum percentage of infiltration by monocytes in a sample or specimen
avg_percent_stromal_cells: FLOAT | The average percentage of stromal cells in a sample or specimen
min_percent_necrosis: FLOAT | The minimum percentage of necrosis in a sample or specimen
avg_percent_monocyte_infiltration: FLOAT | The average percentage of infiltration by monocyte in a sample or specimen
min_percent_neutrophil_infiltration: FLOAT | The minimum percentage of neutrophil infiltration in a sample or specimen
avg_percent_necrosis: FLOAT | The average percentage of necrosis in a sample or specimen
avg_percent_tumor_nuclei: FLOAT | The average percentage of tumor nuclei in a sample or specimen
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
days_to_collection: FLOAT | Time interval from the date of biospecimen collection to the date of initial pathologic diagnosis, represented as a calculated number of days.
max_percent_stromal_cells: FLOAT | The maximum percentage of stromal cells in a sample or specimen
min_percent_tumor_nuclei: FLOAT | The minimum percentage of tumor nuclei in a sample or specimen
avg_percent_tumor_cells: FLOAT | The average percentage of tumor cells in a sample or specimen
max_percent_tumor_cells: FLOAT | The maximum percentage of tumor cells in a sample or specimen
max_percent_tumor_nuclei: FLOAT | The maximum percentage of tumor nuclei in a sample or specimen
sample_barcode: TEXT | TCGA sample_barcode; e.g. TCGA-AB-2809-03A.
min_percent_stromal_cells: FLOAT | The minimum percentage of stromal cells in a sample or specimen
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.
avg_percent_neutrophil_infiltration: FLOAT | The average percentage of neutrophil infiltration in a sample or specimen
program_name: TEXT | Program Name, always TCGA (The Cancer Genome Atlas) in this table.
min_percent_monocyte_infiltration: FLOAT | The minimum percentage of infiltration by lymphocytes in a sample or specimen
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode e.g. 01,11,06, etc.
min_percent_normal_cells: FLOAT | The minimum percentage of normal cells in a sample or specimen
max_percent_neutrophil_infiltration: FLOAT | The maximum percentage of neutrophil infiltration in a sample or specimen
num_slides: NUMBER | In some cases, portions of a sample were placed onto multiple slides -- generally not more than 2, but occasionally more.
min_percent_tumor_cells: FLOAT | The minimum percentage of tumor cells in a sample or specimen
num_portions: NUMBER | In some cases, a sample was divided into multiple portions -- up to 6 portions, but for most samples the number is 1 (or even 0).
is_ffpe: TEXT | Indicator to signify whether or not the tissue sample was fixed in formalin and embedded in paraffin (FFPE); almost always NO -- only a few (99) FFPE samples were included in the TCGA project
max_percent_normal_cells: FLOAT | The maximum percentage of normal cells in a sample or specimen
min_percent_lymphocyte_infiltration: FLOAT | The minimum percentage of infiltration by lymphocytes in a sample or specimen
